■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202301~202306   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2023년 06월,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
163,물방울을 그리는 남자,2022-09-28,1345000,0,80711000,146,8997,1,11,한국,한국,(주)영화사 진진
165,5월 이후,,1277000,0,2152000,145,324,1,7,프랑스,프랑스,(주)무비다이브
165,스모킹,,976000,0,2158000,145,361,1,2,프랑스,프랑스,
167,기적을 믿는 소녀,2023-07-05,1300000,0,14215000,144,1461,1,1,미국,미국,홀리가든
168,사랑은 오직 한 길,,286000,0,5753000,143,2915,1,8,프랑스,"프랑스,이탈리아",
168,윤희에게,2019-11-14,1221000,0,990812639,143,124239,3,16,한국,한국,(주)리틀빅픽쳐스
170,킹 오브 프리즘 (바이 프리티 리듬),2016-08-11,1116000,0,1012673650,141,122033,1,2,일본,일본,(주)박수엔터테인먼트
171,만인의 연인,2022-12-01,1108000,0,65522300,138,8052,3,18,한국,한국,(주)시네마달
172,포켓에 가득찬 행복,,270000,0,6347000,135,2588,1,3,미국,미국,
173,아포리아,2023-01-26,650000,0,650000,130,130,5,13,한국,한국,와이드 릴리즈(주)
174,노스모킹,,850000,0,1788000,129,300,1,2,프랑스,프랑스,
175,패터슨,2017-12-21,1224000,0,569417208,122,68733,2,15,프랑스,"프랑스,독일,미국",그린나래미디어(주)
176,내 여자친구의 남자친구,,1061500,0,32079900,118,3397,1,5,프랑스,프랑스,(주)영화사 안다미로
177,혜옥이,2022-12-08,810000,0,12900099,117,1482,4,48,한국,한국,(주)트리플픽쳐스
177,본 투 비 블루,2016-06-09,651000,0,773410124,117,94931,1,4,캐나다,"캐나다,영국,미국",그린나래미디어(주)
177,마미,2014-12-18,819000,0,490041544,117,61410,1,4,캐나다,"캐나다,프랑스",(주)엣나인필름
180,마음,2007-05-10,771000,0,4035500,116,626,1,2,프랑스,"프랑스,이탈리아",스폰지
180,서부의 사나이,,348000,0,3139500,116,1476,1,6,미국,미국,
182,범죄도시2,2022-05-18,1356000,0,131298796478,113,12693415,1,1,한국,한국,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트"
183,타이페이 스토리,2019-11-07,1120000,0,43146920,112,5359,1,8,대만,대만,(주)드림팩트엔터테인먼트
183,어나더 라운드,2022-01-19,784000,0,340243354,112,36683,1,3,기타,기타,(주)엣나인필름
185,대장 부리바,1973-06-29,297000,0,30013500,111,14400,1,9,미국,미국,
186,동경 이야기,2014-08-16,770000,0,34203000,110,3717,1,3,일본,일본,"(주)엣나인필름,오드"
187,룸 쉐어링,2022-06-22,206000,0,137815480,103,17197,1,16,한국,한국,"주식회사 엔픽플,트윈플러스파트너스(주)"
188,프리 데드 오어 얼라이브,2023-01-19,500000,0,500000,100,100,5,10,미국,미국,(주)투케이에스픽처스
188,스페이스 키드: 우주에서 살아남기,2022-12-07,600000,0,262290350,100,33966,1,3,프랑스,프랑스,"그린나래미디어(주),(주)인터파크"
188,공조2: 인터내셔날,2022-09-07,1100000,0,70917452586,100,6982940,1,2,한국,한국,(주)씨제이이엔엠
191,겨울 이야기,,928000,0,21513600,97,2617,2,7,프랑스,프랑스,(주)영화사 안다미로
191,은술잔,,291000,0,6921000,97,3417,1,6,미국,미국,
193,한여름밤의 재즈,2022-09-08,540000,0,122518789,96,12003,1,4,미국,미국,찬란
194,사랑은 마시고 노래하며,,611000,0,611000,95,95,1,2,프랑스,프랑스,
195,사랑할 땐 누구나 최악이 된다,2022-08-25,973000,0,470569171,94,46295,1,23,노르웨이,노르웨이,"그린나래미디어(주),(주)하이스트레인저"
196,수프와 이데올로기,2022-10-20,819000,0,78433050,93,8573,2,19,한국,한국,(주)엣나인필름
196,남의 것이 더 좋아,,186000,0,4552000,93,2302,1,6,영국,영국,
196,해탄적일천,2022-01-06,893000,0,46720240,93,4871,1,7,대만,대만,(주)에이썸엔터테인먼트
199,시네마 천국,1990-07-07,1080000,0,387499000,90,62709,2,6,프랑스,"프랑스,이탈리아","주식회사 왓챠,(주)팝엔터테인먼트"
200,지옥의 화원,2022-12-15,863500,0,19961496,89,2044,3,28,일본,일본,"찬란,(주)하이스트레인저"
201,나나,2022-12-15,585000,0,9481499,88,1114,8,44,인도네시아,인도네시아,M&M 인터내셔널
201,천국이 허락한 모든 것,,588000,0,8294500,88,3407,1,2,미국,미국,
203,견왕: 이누오,2022-12-08,725198,0,18225485,87,1778,4,31,일본,일본,트윈플러스파트너스(주)
204,데몬러버,,763500,0,763500,86,86,1,7,프랑스,프랑스,(주)무비다이브
205,해길랍,2021-03-31,1027698,0,122481088,85,13838,1,7,기타,기타,오드
206,미스터 노바디: 감독판,,732000,0,2344000,82,353,1,6,프랑스,프랑스,(주)영화사 안다미로
206,스트레이트 스토리,2001-11-30,817000,0,1823000,82,371,1,7,프랑스,프랑스,"주식회사 블루필름웍스,(주)버킷스튜디오"
206,해변의 폴린,,799000,0,41568200,82,4653,1,3,프랑스,프랑스,(주)영화사 안다미로
209,인연을 긋다,2022-05-26,162000,0,3581000,81,799,1,12,한국,한국,시네마 뉴원
210,거북이는 의외로 빨리 헤엄친다,,797000,0,4091500,80,625,1,12,일본,일본,(주)엔케이컨텐츠
210,징기스칸,1977-03-18,243000,0,20135000,80,9717,1,6,미국,미국,
212,디데이,,237000,0,2131000,79,1016,1,6,미국,미국,
212,호수의 란슬롯,,513000,0,1569000,79,244,1,2,프랑스,프랑스,
214,디아볼릭,,490000,0,4914000,76,1786,1,3,프랑스,프랑스,
215,성적표의 김민영,2022-09-08,766000,0,71824161,75,7597,1,10,한국,한국,(주)엣나인필름
215,지난 해 마리앙바드에서,,525000,0,3920000,75,657,1,1,프랑스,"프랑스,이탈리아",
217,기인들,,225000,0,10315500,72,4664,1,6,미국,미국,
217,오마주,2022-05-26,592500,0,103127000,72,13591,1,10,한국,한국,트윈플러스파트너스(주)
219,악의 화원,,213000,0,4294500,71,2084,1,6,미국,미국,
220,산,,207000,0,10645500,69,5255,1,6,미국,미국,
221,그녀가 말했다,2022-11-30,557000,0,38469300,67,4824,1,3,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
221,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,475200,0,4192535275,67,447777,1,4,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
223,오즈의 마법사,2012-05-03,376000,0,15627500,66,5375,1,2,미국,미국,주식회사 마운틴픽쳐스
223,모퉁이 가게,,433000,0,5661000,66,2129,1,1,미국,미국,
223,탈옥,,198000,0,3384500,66,1675,1,6,미국,미국,
226,어페어 투 리멤버,,198000,0,23550500,65,11534,1,6,미국,미국,
226,봄 이야기,,535500,0,19978000,65,2373,1,3,프랑스,프랑스,(주)영화사 안다미로
228,스프린터,2023-05-24,426000,0,2488000,63,325,1,6,한국,한국,스튜디오 에이드
228,올 댓 재즈,,339000,0,2747600,63,507,1,2,미국,미국,
228,스타비스키,,403000,0,1573000,63,285,1,2,이탈리아,"이탈리아,프랑스",
231,씽2게더,2022-01-05,372000,0,8196468050,62,885419,2,2,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
231,프로비던스,,399000,0,399000,62,62,1,2,프랑스,프랑스,
233,벌새,2019-08-29,426000,0,1203128974,61,148069,1,5,한국,한국,"(주)엣나인필름,(주)콘텐츠판다"
233,여름이야기,1998-06-13,574000,0,28650400,61,3358,1,3,프랑스,프랑스,(주)영화사 안다미로
233,가을이야기,,450000,0,23931600,61,2822,1,3,프랑스,프랑스,(주)영화사 안다미로
236,애프터 미투,2022-10-06,300000,0,64652698,60,9047,1,6,한국,한국,(주)영화사 그램
237,수집가,,504000,0,15841200,59,1739,1,3,프랑스,프랑스,(주)영화사 안다미로
237,마담 드...,,401000,0,2245000,59,406,1,2,프랑스,프랑스,
237,실크 스타킹,,177000,0,4457500,59,2184,1,6,미국,미국,
240,리멤버,2022-10-26,348000,0,3970165717,58,412836,1,1,한국,한국,(주)에이스메이커무비웍스
240,아라시 20주년 투어 콘서트 5✕20,2022-08-31,564000,0,99678000,58,6799,1,1,일본,일본,찬란
242,얼굴 없는 눈,,401000,0,1893000,57,298,1,3,프랑스,프랑스,
243,시티 라이트,1989-02-04,385000,0,18705500,55,2542,1,2,미국,미국,(주)엣나인필름
244,메기,2019-09-26,367000,0,353954168,54,41863,1,3,한국,한국,"(주)엣나인필름,CGV아트하우스"
245,기예르모 델토로의 피노키오,2022-11-23,522000,0,52599500,53,5768,1,6,미국,미국,씨제이 씨지브이(CJ CGV)(주)
245,내 미국 삼촌,2005-12-23,360000,0,17446000,53,2532,1,3,프랑스,프랑스,㈜영화사 백두대간
245,분노,2017-03-30,506000,0,244549057,53,30266,1,7,일본,일본,플러스엠 엔터테인먼트
248,엘머 갠트리,,158000,0,11488500,52,5459,1,4,미국,미국,
249,견자단의 용호무사,2023-01-26,250000,0,250000,50,50,5,5,중국,중국,비케이 시네윈
249,헤이지니&럭키강이 비밀의 문,2022-12-01,250000,0,134240363,50,14528,5,6,한국,한국,"(주)영화사 그램,(주)플레이그램"
251,디모: 벚꽃의 소리,2022-12-01,342500,0,3435096,49,466,3,22,일본,일본,(주)미디어캐슬
252,스타탄생,,259000,0,1388000,48,500,1,2,미국,미국,
253,코다,2021-08-31,433000,0,707547599,47,78536,1,7,프랑스,프랑스,판씨네마(주)
253,우연과 상상,2022-05-04,451000,0,259705440,47,26375,2,9,일본,일본,"그린나래미디어(주),(주)영화사 안다미로"
255,상록수,1961-09-20,92000,0,8506000,46,4235,1,6,한국,한국,
255,인생은 아름다워,2022-09-28,552000,0,10898590019,46,1171648,1,1,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
257,캐롤,2016-02-04,401000,0,2937243435,45,355691,2,5,미국,"미국,영국",CGV아트하우스
257,모어,2022-06-23,448000,0,96234900,45,11358,1,1,한국,한국,(주)엣나인필름
257,모자산책,2022-11-17,94000,0,1044000,45,235,1,28,한국,한국,하준사
257,거대한 서부,1972-10-20,90000,0,4107500,45,1940,1,6,미국,미국,
261,러브 어페어,,282000,0,687000,44,116,1,1,미국,미국,
262,워락,,86000,0,15186000,43,7561,1,4,미국,미국,
263,페이톤 플레이스,,82000,0,11910000,41,5939,1,4,미국,미국,
264,너에게 가는 길,2021-11-17,520000,0,164555703,40,18938,1,1,한국,한국,(주)엣나인필름
264,폴: 600미터,2022-11-16,200000,0,825147338,40,83310,2,2,영국,"영국,미국",(주)스튜디오디에이치엘
264,황태자의 첫사랑,,80000,0,27169000,40,12619,1,4,미국,미국,
267,집시,,78000,0,3964000,39,1979,1,4,미국,미국,
267,유포자들,2022-11-23,195000,0,154680500,39,23721,1,1,한국,한국,와이드 릴리즈(주)
267,델로니어스 몽크,,227000,0,227000,39,39,1,3,미국,미국,
270,해저 2만리,,114000,0,28787000,38,13851,1,5,미국,미국,
271,빌리 홀리데이,2021-11-04,213000,0,83841130,37,8225,1,3,미국,미국,(주)디스테이션
271,필라델피아 스토리,,237000,0,8431000,37,3926,1,1,미국,미국,
273,이창,,72000,0,30936500,36,6645,1,6,미국,미국,(주)영화사 안다미로
273,젊은 사자들,,72000,0,10494500,36,5287,1,4,미국,미국,
273,폴란드로 간 아이들,2018-10-31,324000,0,391108800,36,51295,1,1,한국,한국,커넥트픽쳐스(주)
276,오션스 일레븐,,70000,0,4875000,35,2162,1,2,미국,미국,
276,300 스파르탄,,70000,0,10988000,35,5443,1,4,미국,미국,
276,진주의 진주,,277000,0,277000,35,35,1,1,한국,한국,
276,너와 사랑한 시간,2022-11-30,138000,0,94305800,35,13722,2,12,홍콩,홍콩,오드
276,베로니카의 이중생활,1991-11-09,311000,0,35266100,35,4358,1,2,프랑스,프랑스,"(주)영화사 안다미로,㈜영화사 백두대간"
276,라운드 미드나잇,,185000,0,705000,35,142,1,2,미국,"미국,프랑스",
282,버드,,190000,0,295000,34,53,1,2,미국,미국,
283,바다 탐험대 옥토넛 : 탐험선 대작전,2022-08-11,231000,0,746401950,33,79146,1,1,영국,영국,와이드 릴리즈(주)
283,모베터 블루스,,180000,0,275000,33,49,1,2,미국,미국,
285,광음적고사,,320000,0,1901000,32,173,1,2,대만,대만,(주)에이썸엔터테인먼트
286,세인트 루이스에서 만나요,,169000,0,3143000,31,1482,1,2,미국,미국,
287,홀 인 더 헤드,,60000,0,2622000,30,1156,1,4,미국,미국,
287,남태평양 목선작전,,60000,0,730000,30,513,1,4,미국,미국,
287,엘라 피츠제럴드,,193000,0,193000,30,30,1,3,영국,"영국,미국",
290,말할 수 없는 비밀,2008-01-10,348000,0,1205345650,29,171827,2,2,대만,"대만,홍콩","(주)엔케이컨텐츠,(주)디스테이션,(주)스폰지이엔티"
290,그들은 부츠를 신은 채로 죽었다,,58000,0,3765000,29,1759,1,2,미국,미국,
290,이스터 퍼레이드,,162000,0,3567000,29,1729,1,3,미국,미국,
293,주디,2020-03-25,160000,0,761063060,28,92530,1,3,영국,영국,TCO(주)더콘텐츠온
293,멜로,,184000,0,342000,28,54,1,1,프랑스,프랑스,
295,비긴 어게인,2014-08-13,240000,0,27394129441,27,3474649,1,6,미국,미국,판씨네마(주)
295,피아니스트의 전설,2020-01-01,171000,0,396336462,27,49719,1,1,이탈리아,이탈리아,(주)라이크콘텐츠
295,테이스트 오브 허니,,174000,0,451000,27,76,1,1,영국,영국,
298,깁슨 가족 연대기,,183000,0,4791000,26,2288,4,5,영국,영국,
298,문라이즈,,171000,0,428000,26,69,1,1,미국,미국,
298,가자 항해자여,,161000,0,4225000,26,1964,1,1,미국,미국,
298,민며느리,1965-09-10,52000,0,6245000,26,3121,1,4,한국,한국,
302,동행: 10년의 발걸음,2022-12-01,61000,0,3018200,25,430,2,17,한국,한국,(주)디오시네마
302,우수,2022-11-24,153000,0,11879899,25,1385,2,9,한국,한국,㈜인디스토리
302,서머 스톡,,145000,0,145000,25,25,1,3,미국,미국,
302,마리솔의 리틀 앤젤스,1971-07-24,50000,0,296000,25,148,1,4,멕시코,"멕시코,스페인",
302,글렌 밀러 스토리,,126000,0,4939000,25,2235,1,2,미국,미국,
307,센소,,46000,0,5473000,23,2041,1,4,이탈리아,이탈리아,
307,여고괴담 두번째 이야기,1999-12-24,189000,0,2043000,23,264,1,1,한국,한국,
309,다윗과 밧세바,,44000,0,12764000,22,6436,1,8,미국,미국,
309,생각 그런거 없는데요,2023-01-25,220000,0,220000,22,22,1,5,한국,한국,목영이엔엠
309,베니 굳맨 스토리,,113000,0,185000,22,34,1,2,미국,미국,
309,영화감독 노동주,2022-11-30,71000,0,4389000,22,531,2,17,한국,한국,(주)드림팩트엔터테인먼트
313,지상 최대의 쇼,,40000,0,6481500,20,3052,1,5,,,
313,아마겟돈 타임,2022-11-23,182000,0,77597848,20,9017,2,5,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
315,표류도,1960-12-17,60000,0,1869000,19,866,1,2,한국,한국,
316,에메랄드,,36000,0,5782000,18,2376,1,2,미국,미국,
316,세 가지 색: 레드,1994-09-17,147000,0,12811000,18,1654,1,2,프랑스,프랑스,(주)영화사 안다미로
316,하비 걸,,95000,0,873500,18,402,1,2,미국,미국,
319,지그펠드 걸,,88000,0,88000,17,17,1,3,미국,미국,
319,삼손과 데릴라,1974-12-21,34000,0,30759318,17,16591,1,8,미국,미국,
321,"나의 인생, 나의 노래",,86000,0,86000,16,16,1,3,영국,"영국,미국",
321,그루잠,,124000,0,137000,16,29,1,1,한국,한국,
323,비애,,30000,0,8881000,15,3654,1,12,미국,미국,
323,요정,2022-12-01,79500,0,29238497,15,3341,2,13,한국,한국,"(주)싸이더스,(주)블루라벨픽쳐스"
323,1월 수요단편극장: 스릴러를 파고든 조용하고 강력한 힘 - 윤소희X이주영X김소진,,105000,0,105000,15,15,2,3,한국,한국,
323,걸 크레이지,,75000,0,104000,15,20,1,2,미국,미국,
327,다섯 번째 방,,70000,0,158000,14,29,1,1,한국,한국,
327,제국의 아이들(인디스데이),,106000,0,106000,14,14,1,7,한국,한국,
327,벗어날 탈 脫,,112000,0,1472000,14,184,1,1,한국,한국,
330,뮤직 바이 시아,2022-12-15,81000,0,7861500,13,781,2,23,미국,미국,(주)디오시네마
330,돈,1950-03-09,26000,0,2592000,13,1286,1,7,한국,한국,
330,파수꾼,2011-03-03,78000,0,208719400,13,26619,1,1,한국,한국,필라멘트픽쳐스
330,세 가지 색 : 블루,1994-04-23,130000,0,28663800,13,3760,1,2,프랑스,프랑스,"(주)영화사 안다미로,㈜영화사 백두대간"
330,타오르는 여인의 초상,2020-01-16,102000,0,1330886036,13,158111,1,1,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
330,솔로몬과 시바의 여왕,1972-11-24,26000,0,19002000,13,8975,1,7,미국,미국,
330,더 게임,2022-12-08,77000,0,4500699,13,551,2,17,헝가리,헝가리,알토미디어(주)
330,무정,,26000,0,6466000,13,2970,1,6,한국,한국,
338,백야의 탈출,,22000,0,4464500,11,1784,1,6,미국,미국,
339,화피사2: 요괴전쟁,2022-12-22,10000,0,230000,10,61,2,10,중국,중국,(유)조이앤시네마
340,포 미 앤드 마이 갤,,43000,0,94000,9,19,1,1,미국,미국,
340,영 맨 위드 어 혼,,51000,0,122000,9,22,1,2,미국,미국,
340,아가씨(확장판),,72000,0,170687450,9,20812,1,1,한국,한국,
343,픽션들,2022-11-24,39000,0,2976000,8,312,1,3,한국,한국,영화배급협동조합 씨네소파
343,2차 송환,2022-09-29,48000,0,10850900,8,1382,1,5,한국,한국,(주)시네마달
343,미애언니라고 불러줘,2022-12-08,26000,0,364000,8,46,1,3,한국,한국,이상우필름
346,어바웃 타임,2013-12-05,84000,0,25312852300,7,3449465,1,2,영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
346,어웨이크,2022-12-16,43000,0,965898,7,140,2,5,일본,일본,(주)미디어캐슬
346,초선,2022-11-03,75000,0,33660796,7,4125,1,10,한국,한국,커넥트픽쳐스(주)
349,신림남녀,,46000,0,149000,6,19,1,1,한국,한국,
349,여배우는 오늘도,2017-09-14,36000,0,140533800,6,17108,1,1,한국,한국,(주)메타플레이
349,기생충,2019-05-30,59000,0,87463965795,6,10313519,1,3,한국,한국,(주)씨제이이엔엠
349,미싱타는 여자들,2022-01-20,54000,0,90410720,6,11214,1,1,한국,한국,(주)영화사 진진
349,"12월 수요단편극장: 2022, 불안의 시대를 헤쳐 온 청춘의 얼굴들 - 신가환X박가영X윤혜리X유이든",,46000,0,368000,6,50,1,1,한국,한국,
354,세 가지 색 : 화이트,1994-06-18,50000,0,12081000,5,1550,1,1,프랑스,프랑스,(주)영화사 안다미로
354,선배 그 팬티를 벗기지 마요,2023-01-27,25000,0,25000,5,5,5,5,한국,한국,(주)영진크리에이티브
354,존 덴버 죽이기,2022-11-23,32000,0,8656000,5,1101,1,2,필리핀,필리핀,(주)트리플픽쳐스
354,교환아내1,2023-01-06,25000,0,25000,5,5,5,5,한국,한국,영화사 산들바람
