■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202301~202306   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2023년 06월,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
218,당나귀 EO,,750000,0,5998996,104,631,1,2,폴란드,"폴란드,영국,이탈리아",찬란
220,한산: 용의 출현,2022-07-27,707000,0,73701335377,101,7265035,1,1,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
220,총잡이 링고,,303000,0,584000,101,145,1,6,이탈리아,"이탈리아,스페인",
220,보리수,,113000,0,5896000,101,2837,1,8,독일,독일,
223,모정,1972-12-09,297000,0,38048000,99,18466,1,6,미국,미국,
224,나의 특별한 형제,2019-05-01,784000,0,12086280074,98,1478839,1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
225,제12회 광주독립영화제: 펑키 호러 나이트 단편 초청 3,,96000,0,96000,96,96,1,1,한국,한국,
225,기사푸라카스,,97000,0,2157000,96,1126,1,8,프랑스,프랑스,
227,룸 203,2023-06-28,1002200,0,1002200,95,95,21,29,일본,일본,씨네라인월드(주)
228,위험한 사돈,2023-06-21,564000,0,564000,94,94,5,12,폴란드,폴란드,스튜디오엘론(주)
229,가버나움,2019-01-24,930000,0,1222211519,93,148116,1,1,기타,기타,"그린나래미디어(주),플레이리스트(주)"
229,해녀,,285000,0,6281000,93,2795,1,6,미국,미국,
229,포크 촙 힐,,930000,0,10790500,93,5106,1,1,미국,미국,
229,마리아: 전쟁의 사도,,930000,0,930000,93,93,1,1,우크라이나,우크라이나,
229,판도라의 약속,,930000,0,930000,93,93,1,1,미국,미국,
229,제3회 서울락스퍼국제영화제 단편모음 1,,930000,0,930000,93,93,1,1,기타,기타,
229,탈북자,,930000,0,930000,93,93,1,1,캐나다,캐나다,
229,모국,,930000,0,930000,93,93,1,1,미국,"미국,기타",
229,잊혀진 영웅들,,930000,0,930000,93,93,1,1,한국,한국,
229,유 돈 노우,,930000,0,2037000,93,216,1,1,한국,한국,영화사 무명
229,황야의 분노,,279000,0,548000,93,134,1,5,이탈리아,"이탈리아,서독",
229,한여름밤의 재즈,2022-09-08,857000,0,123520289,93,12111,1,4,미국,미국,찬란
229,육지것들,2023-06-08,980850,0,980850,93,93,5,22,한국,한국,주식회사 씨엠닉스
229,철모,,930000,0,1026000,93,112,1,1,미국,미국,
243,리틀 포레스트: 여름과 가을,2015-02-12,1305000,0,74862256,92,9731,1,2,일본,일본,(주)영화사 진진
243,풀타임,2022-08-18,893000,0,96415698,92,10377,1,2,프랑스,프랑스,주식회사 슈아픽처스
245,미스 스티븐스,2019-05-02,945000,0,164326610,91,20049,1,12,미국,미국,(주)티캐스트
246,렌필드,2023-04-19,570000,0,488403949,90,53358,1,6,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
246,쇼처럼 즐거운 인생은 없다,,282000,0,7466000,90,3418,1,5,미국,미국,
248,악마의 부활,2023-06-08,528000,0,528000,88,88,5,11,체코,체코,주식회사 루믹스미디어
248,부화,2023-06-16,528000,0,528000,88,88,5,11,핀란드,핀란드,주식회사 루믹스미디어
250,유전,2018-06-07,810352,0,1600369830,87,181668,3,3,미국,미국,(주)팝엔터테인먼트
250,이스터 퍼레이드,,174000,0,3741000,87,1816,1,4,미국,미국,
252,노틀담의 꼽추,1971-07-31,273000,0,27844000,86,13860,1,6,프랑스,프랑스,
253,인생은 아름다워,2022-09-28,595000,0,10900050019,85,1171906,1,1,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
253,제10회 스토리업쇼츠 섹션1. …좋아하세요?,,841000,0,841000,85,85,1,1,한국,한국,
253,제10회 스토리업쇼츠 섹션2. 대담한 대담: 너의 세계를 들여다 보면,,850000,0,850000,85,85,1,1,한국,한국,
256,경아의 딸,2022-06-16,735000,0,62613100,82,8979,1,1,한국,한국,㈜인디스토리
257,마지막 의뢰인,,480000,0,480000,80,80,5,10,덴마크,덴마크,스튜디오엘론(주)
258,런닝맨 : 풀룰루의 역습,2018-12-05,395000,0,1429100750,79,188006,10,23,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
259,김재훈의 피.엔.오,2023-06-14,779500,0,779500,78,78,5,27,한국,한국,주식회사 푸른잎커뮤니케이션
260,정직한 후보,2020-02-12,532000,0,12857229030,76,1538444,2,2,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
261,1987,2017-12-27,750000,0,58170966145,75,7232527,1,1,한국,한국,(주)씨제이이엔엠
262,롱디,2023-05-10,710200,0,308893500,74,36777,4,27,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
263,무뢰한,2015-05-27,992000,0,3273682431,72,415724,1,1,한국,한국,CGV아트하우스
263,제12회 광주독립영화제: 메이드 인 광주 단편 신작선 3,,72000,0,72000,72,72,1,1,한국,한국,
263,군산전기,2023-07-06,648000,0,696000,72,80,1,1,한국,한국,주식회사 블루필름웍스
266,물안에서,2023-04-12,589000,0,35700098,71,3866,4,21,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
266,아리가토 씨,,452000,0,650000,71,114,1,2,일본,일본,
268,스크림6,2023-05-24,779000,0,4049300,69,370,3,34,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
269,바람 속의 아이들,,439000,0,489000,68,79,1,2,일본,일본,
270,아라시 20주년 투어 콘서트 5✕20,2022-08-31,737000,0,100415000,67,6866,1,1,일본,일본,찬란
270,너를 줍다,,67000,0,67000,67,67,1,1,한국,한국,
272,제12회 광주독립영화제: 5월 이야기,,65000,0,65000,65,65,1,1,한국,한국,
272,올드보이,2003-11-21,650000,0,2034834700,65,312794,1,1,한국,한국,"쇼이스트(주),(주)씨제이이엔엠"
274,유랑지구2,2023-05-10,384000,0,103069320,64,13360,1,8,중국,중국,(주)박수엔터테인먼트
275,노부코,,370000,0,370000,61,61,1,2,일본,일본,
275,본 투 비 블루,2016-06-09,652000,0,774278124,61,95010,1,3,캐나다,"캐나다,영국,미국",그린나래미디어(주)
277,올빼미,2022-11-23,366000,0,32860786124,59,3329606,1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
278,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,348000,0,1952844500,58,216873,2,2,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
279,노무현입니다,2017-05-25,798000,0,14559933612,57,1855572,1,1,한국,한국,"CGV아트하우스,영화사 풀"
279,제비,2023-04-12,584000,0,24580397,57,2583,2,9,한국,한국,(주)시네마달
281,씨앗의 시간,,388000,0,388000,56,56,1,2,한국,한국,
282,"장화, 홍련",2003-06-13,540000,0,26619000,54,3036,1,6,한국,한국,영화사청어람(주)
282,봄에 우는 여인,,340000,0,340000,54,54,1,2,일본,일본,
284,신입사원: 더 무비,2023-08-03,53000,0,53000,53,53,1,1,한국,한국,(주)나인플래너스
284,머리 장식핀,,335000,0,421000,53,71,1,2,일본,일본,
286,가녀의 각서,,319000,0,409000,52,71,1,2,일본,일본,
286,피닉스,2021-07-22,324000,0,106868192,52,12798,1,4,독일,독일,M&M 인터내셔널
286,"월간 동물영화 6월 - 위계와 관계의 이미지들: 이옥섭, 장윤미 동물영화 단편선",,459000,0,459000,52,52,1,1,한국,한국,
289,말할 수 없는 비밀,2008-01-10,765000,0,1206110650,51,171878,1,1,대만,"대만,홍콩","(주)엔케이컨텐츠,(주)디스테이션,(주)스폰지이엔티"
289,그래도 내가 하지 않았어,2008-12-11,300000,0,16770224,51,2393,1,6,일본,일본,"(주)드림팩트엔터테인먼트,서울엠피필름(주)"
291,녹턴,2022-08-18,600000,0,79936100,50,11361,1,1,한국,한국,(주)시네마달
291,항구의 일본 소녀들,,321000,0,449000,50,75,1,2,일본,일본,
293,수집가,,460000,0,17633200,49,1938,1,8,프랑스,프랑스,(주)영화사 안다미로
294,바깥 나라의 소녀,2023-05-16,351700,0,5030329,48,734,1,9,일본,일본,(주)미디어캐슬
294,킴스비디오,,464000,0,464000,48,48,1,2,미국,"미국,프랑스,영국",
296,소나티네,2000-01-08,493000,0,3685000,47,433,1,5,일본,일본,
297,고스트타운의 결투,,92000,0,11646500,46,5788,1,3,미국,미국,
298,겨울 이야기,2023-01-18,270000,0,8883399,45,1597,1,1,한국,한국,"와이드 릴리즈(주),시네마 뉴원"
299,파벨만스,2023-03-22,365000,0,814957157,44,80767,1,3,미국,미국,(주)씨제이이엔엠
299,사랑도 잊고,,273000,0,273000,44,44,1,2,일본,일본,
299,한니발,,88000,0,4734000,44,2481,1,8,이탈리아,이탈리아,
302,더 웨일,2023-03-01,360000,0,556366366,43,56586,2,5,미국,미국,(주)스튜디오디에이치엘
302,태양은 가득히,1973-02-03,86000,0,28875500,43,12853,1,6,프랑스,"프랑스,이탈리아",
304,대함정,,84000,0,3642000,42,1816,1,6,프랑스,"프랑스,이탈리아",
305,엠,2007-10-25,407000,0,2778534500,41,428966,1,7,한국,한국,"(주)엠엔에프씨,영화사청어람(주)"
305,6월의 뱀,2004-12-10,279599,0,18474599,41,2793,2,13,일본,일본,"(주)미디어캐슬,(주)마블엔터테인먼트"
307,미드소마,2019-07-11,400000,0,817963626,40,89977,1,1,미국,미국,(주)팝엔터테인먼트
307,사랑할 땐 누구나 최악이 된다,2022-08-25,400000,0,476561867,40,47080,1,1,노르웨이,노르웨이,"그린나래미디어(주),(주)하이스트레인저"
307,킬링 로맨스,2023-04-14,426728,0,1832316642,40,191542,1,6,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
307,김일성의 아이들,2020-06-25,440000,0,13821500,40,1768,1,1,한국,한국,다큐스토리
311,아이 캔 온리 이매진,2018-06-21,312000,0,266983260,39,35122,1,1,미국,미국,"(주)영화사 그램,TCO(주)더콘텐츠온,(재)CBS"
312,마티아스와 막심,2020-07-23,370000,0,113766420,37,12660,1,1,캐나다,캐나다,(주)엣나인필름
312,사랑의 굴다리,,74000,0,1422000,37,711,1,6,미국,미국,
312,안마와 여자,,226000,0,306000,37,55,1,2,일본,일본,
312,어나더 라운드,2022-01-19,370000,0,340613354,37,36720,1,1,기타,기타,(주)엣나인필름
312,신사는 금발을 좋아해,,74000,0,19023000,37,8205,1,6,미국,미국,
317,타임 이즈 업2,2023-05-31,335500,0,651000,36,73,11,26,이탈리아,이탈리아,스튜디오 에이드
318,라탈랑트,,328000,0,5961000,34,761,1,5,프랑스,프랑스,
318,디올 앤 아이,2015-08-06,442000,0,83376000,34,10179,1,1,프랑스,프랑스,(주)영화사 진진
318,오디션,2023-04-19,310000,0,68387700,34,6525,1,4,일본,일본,와이드 릴리즈(주)
318,바람아 안개를 걷어가다오,2021-10-28,73000,0,9216300,34,1217,1,26,한국,한국,(주)모쿠슈라
318,알래스카의 혼,,68000,0,8632500,34,3796,1,6,미국,미국,
318,플로리다 프로젝트,2018-03-07,340000,0,805234600,34,96211,1,1,미국,미국,오드
324,총알 발레,,219999,0,669999,33,76,1,11,일본,일본,(주)미디어캐슬
324,큐어,2022-07-06,330000,0,265119969,33,25446,1,1,일본,일본,M&M 인터내셔널
326,피아니스트의 전설,2020-01-01,372000,0,396864462,32,49777,1,2,이탈리아,이탈리아,(주)라이크콘텐츠
326,뜨거운 양철 지붕 위의 고양이,,64000,0,22070000,32,10037,1,6,미국,미국,
326,장기자랑,2023-04-05,214000,0,70451195,32,7436,6,16,한국,한국,(주)영화사 진진
326,애니살롱전 6월: 애니메이션으로 만나는 동화의 세계,,285000,0,285000,32,32,1,1,한국,한국,
326,추격기,,64000,0,834000,32,412,1,6,미국,미국,
326,내 아내가 팔려갔습니다,2023-06-02,192000,0,192000,32,32,5,5,한국,한국,(주)씨맥스커뮤니케이션즈
332,달의 애인들,,190000,0,1430000,31,220,1,1,프랑스,"프랑스,이탈리아,소련",
332,동경의 주먹,2001-01-27,195228,0,195228,31,31,1,13,일본,일본,(주)미디어캐슬
332,가가린,2022-12-22,204000,0,84443374,31,8611,1,4,프랑스,프랑스,(주)엣나인필름
332,칠중주: 홍콩 이야기,2023-05-11,292000,0,30583712,31,3341,3,15,홍콩,홍콩,(주)콘텐츠판다
332,보이헌트,,62000,0,1598000,31,784,1,6,미국,미국,
332,"안녕, 나의 집",,204000,0,204000,31,31,1,1,프랑스,"프랑스,스위스,이탈리아",
338,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,191000,0,2976415548,30,494096,1,4,스페인,"스페인,멕시코","(주)디스테이션,(주)프라임엔터테인먼트"
338,프리! 더 파이널 스트로크 후편,2022-06-30,272100,0,189234079,30,18556,1,3,일본,일본,(주)애니플러스
338,나는 마을 방과후 교사입니다,2023-01-11,240000,0,15152599,30,1669,1,2,한국,한국,(주)스튜디오그레인풀
338,2023년 6월 수요단편극장: 그래서 우리는 사랑을 하지 - 청소년 퀴어 단편선,,237000,0,237000,30,30,2,3,한국,한국,
342,겨울 이야기,,268000,0,22049600,28,2674,1,3,프랑스,프랑스,(주)영화사 안다미로
342,사장의 여비서,,56000,0,3438000,28,1719,1,6,미국,미국,
342,더 스퀘어,2018-08-02,248000,0,141339400,28,17325,1,2,스웨덴,"스웨덴,독일,프랑스,덴마크",아이 엠
342,거울의 여자들,,149000,0,769000,28,153,1,2,일본,일본,
346,불꽃과 여자,,151000,0,818000,27,141,1,2,일본,일본,
346,철남1,,190500,0,2211500,27,218,1,10,일본,일본,
346,"오월, 그날이 다시 오면",,27000,0,27000,27,27,1,1,한국,한국,
349,종각,,52000,0,4009000,26,2002,1,6,한국,한국,
349,페이퍼 스파이더스,2023-05-18,180000,0,1020326,26,128,2,14,미국,미국,주식회사 블루필름웍스
349,가을이야기,,254000,0,24464600,26,2877,1,3,프랑스,프랑스,(주)영화사 안다미로
352,표류도,1960-12-17,50000,0,1919000,25,891,1,6,한국,한국,
353,카바라의 밤,,48000,0,4107000,24,1646,1,6,이탈리아,이탈리아,
353,프리! 더 파이널 스트로크 전편,2022-01-20,209000,0,128687629,24,13121,1,3,일본,일본,(주)애니플러스
353,봄 이야기,,207000,0,20691000,24,2448,1,4,프랑스,프랑스,(주)영화사 안다미로
356,슈가 앤 스타,,158000,0,158000,23,23,1,1,프랑스,프랑스,(주)누리픽쳐스
356,박강아름 결혼하다,2021-08-19,70000,0,25779710,23,3545,1,1,한국,한국,(주)영화사 진진
356,마틴 에덴,2020-10-29,162000,0,144822430,23,15777,1,6,이탈리아,이탈리아,알토미디어(주)
359,스트레이트 스토리,2001-11-30,208000,0,5966056,22,878,1,8,프랑스,프랑스,"주식회사 블루필름웍스,(주)버킷스튜디오"
359,아키츠 온천,,132000,0,1551000,22,275,1,1,일본,일본,
361,제69회 작은영화영화제 - 내 집 내 땅,,63000,0,63000,21,21,1,1,한국,한국,
362,혈투의 계곡,,40000,0,3848000,20,1618,1,2,미국,미국,
362,산하는 요원하다,,40000,0,4433000,20,2214,1,3,스위스,"스위스,미국",
362,섹스로 길들여진 여대생,2023-06-08,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
362,친구 대물 맛보는 아내,2023-06-08,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
362,좀비는 좀비끼리 우리는 우리끼리,2022-08-04,160000,0,2020000,20,255,1,20,한국,한국,필름다빈
362,물이 흥건한 외로운 조개,2023-06-01,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
362,내 입에 딱 맞는 조개,2023-06-15,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
362,정복당한 누나,2023-06-15,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
362,젖어있는 친구 누나,2023-06-01,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
371,딜리셔스: 프렌치 레스토랑의 시작,,135000,0,296000,19,42,1,1,프랑스,프랑스,(주)다날엔터테인먼트
371,에로스+학살,,119000,0,1038000,19,207,1,2,일본,일본,
373,연옥 에로이카,,107000,0,266000,18,47,1,1,일본,일본,
373,블루노트 레코드,2019-08-15,216000,0,61503610,18,7232,1,2,영국,"영국,미국",(주)마노엔터테인먼트
373,스펜서,2022-03-16,118000,0,783030830,18,83170,1,1,영국,영국,"(주)영화특별시에스엠씨,그린나래미디어(주)"
376,프램,,98000,0,98000,16,16,1,2,체코,"체코,슬로바키아",
376,라스트 버스,2023-02-09,115000,0,22207091,16,2848,1,4,영국,영국,주식회사 블루필름웍스
378,다섯 번째 방,,45000,0,525000,15,89,1,1,한국,한국,
378,불한당들,,85000,0,85000,15,15,1,1,기타,기타,
380,머나먼 세상속으로,2014-07-31,95000,0,4408000,14,745,1,1,프랑스,"프랑스,벨기에,캐나다",주식회사 마운틴픽쳐스
380,인디쇼츠! 연남가든x인디스페이스(6월),,126000,0,126000,14,14,1,1,한국,한국,
380,이스케이프 더 보트,2023-05-26,84000,0,576000,14,96,1,1,이탈리아,이탈리아,(주)박수엔터테인먼트
380,인히어런트 바이스,,112000,0,2192000,14,296,1,2,미국,미국,워너브러더스 코리아(주)
384,사랑 후의 두 여자,2022-03-30,40500,0,40769680,13,4827,1,1,영국,영국,판씨네마(주)
385,슈퍼피쉬 - 끝없는 여정,2013-07-11,84000,0,24580500,12,2295,1,1,한국,한국,"주식회사 마운틴픽쳐스,(주)팝엔터테인먼트"
385,해바라기,1982-11-14,72000,0,33240500,12,12500,1,4,이탈리아,이탈리아,
385,해피 투게더,1998-08-22,84000,0,507888125,12,54446,1,2,홍콩,홍콩,(주)디스테이션
385,사랑 결혼 그밖에 것들,,84000,0,134000,12,22,1,1,미국,미국,"주식회사 블루필름웍스,(주)캐스팅라인"
385,피기,2023-04-26,82000,0,27463417,12,3000,2,6,스페인,스페인,해피송
385,라스트 필름 쇼,2023-04-12,72000,0,36916896,12,3928,1,1,인도,"인도,프랑스,미국","주식회사 블루필름웍스,(주)버킷스튜디오"
385,2023년 5월 수요단편극장: 상실과 치유의 얼굴 - 이상희X강말금X옥자연X변중희,,81000,0,123000,12,18,1,1,한국,한국,
392,계엄령,,70000,0,495000,11,92,1,1,일본,일본,
392,써커스,1990-05-05,99000,0,5438500,11,1123,1,1,미국,미국,(주)엣나인필름
392,여배우의 고백,,66000,0,198000,11,35,1,1,일본,일본,
392,욕창,2020-07-02,33000,0,13223580,11,1662,1,1,한국,한국,필름다빈
392,전봇대 소년의 모험,,67000,0,67000,11,11,2,5,일본,일본,(주)미디어캐슬
392,거룩한 분노,2018-06-28,33500,0,35083900,11,4536,1,1,스위스,스위스,시네마 뉴원
392,내게 남은 사랑을,2017-11-02,77000,0,186116600,11,28366,1,1,한국,한국,(주)무빙픽쳐스컴퍼니
392,폭풍의 언덕,,64000,0,264000,11,57,1,1,일본,"일본,스위스",
400,옥수역귀신,2023-04-19,87000,0,2741672100,10,256196,1,2,한국,"한국,일본",(주)스마일이엔티
400,내언니전지현과 나,2020-12-03,62000,0,24457300,10,2873,1,4,한국,한국,호우주의보
402,리틀 포레스트 2: 겨울과 봄,2015-05-14,90000,0,82319544,9,10667,1,1,일본,일본,(주)영화사 진진
402,피가 마른다,,47000,0,368000,9,68,1,1,일본,일본,
402,JFFF2023 개막작,,17000,0,17000,9,9,1,1,한국,한국,
405,페이퍼맨,,40000,0,1115500,8,148,1,1,한국,한국,
405,폭풍을 부르는 18인,,43000,0,294000,8,57,1,1,일본,일본,
405,포트리스2 : 스나이퍼 아이,2023-06-15,48000,0,48000,8,8,1,1,미국,미국,㈜코리아스크린
405,달콤한 밤의 씁쓸한 끝,,47000,0,135000,8,25,1,1,일본,일본,
405,대체 현실 유령,,64000,0,64000,8,8,1,1,한국,한국,
405,열두 번째 용의자,2019-10-10,16000,0,41867280,8,5465,1,6,한국,한국,㈜인디스토리
411,스페니쉬 어페어,2017-03-22,54000,0,92000,7,12,1,2,스페인,스페인,(주)모멘텀엔터테인먼트
411,악당들,2023-05-31,7000,0,67000,7,21,1,7,이탈리아,"이탈리아,브라질",(주)드림팩트엔터테인먼트
411,벌새,2019-08-29,43000,0,1203257974,7,148091,1,1,한국,한국,"(주)엣나인필름,(주)콘텐츠판다"
411,오늘 출가합니다,2023-04-05,42000,0,8915799,7,1019,1,6,한국,한국,(주)트리플픽쳐스
415,웰컴 투 X-월드,2020-10-29,18500,0,18117900,6,2300,1,1,한국,한국,(주)시네마달
415,플라워,2017-04-06,48000,0,2696000,6,446,1,1,스페인,스페인,(주)모멘텀엔터테인먼트
415,탑,2022-11-03,42000,0,57538293,6,6131,1,4,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
415,패밀리 유나이티드,,48000,0,80000,6,10,1,2,스페인,스페인,
