■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2023-01-01~2023-06-30   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
1562,섹시도우미:망사팬티 사이 듬뿍듬뿍,2023-02-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이시다 마모루,
1562,소녀탈출 무삭제판,2023-02-10,1000,0,1000,1,1,1,1,한국,한국,핑크하우스TV,엔트리커뮤니케이션즈,청소년관람불가,성인물(에로),에로핑,
1562,소원을 빨아봐,2023-04-04,6000,0,6000,1,1,1,1,한국,한국,SDM스튜디오,SDM스튜디오,청소년관람불가,성인물(에로),조태석,
1562,소중한 아내를 드립니다,2023-02-16,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),나가에,
1562,수리기사 : 여자도 고쳐요 무삭제,2023-06-05,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김만석,
1562,수지의전라실제정사-무삭제,2023-03-22,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),김승환,
1562,수치심 없는 음탕 아줌마,2023-06-23,6000,0,6000,1,1,1,1,한국,한국,(주)샤이커뮤니케이션즈,(주)샤이커뮤니케이션즈,청소년관람불가,성인물(에로),남근만,
1562,수컷 냄새 나요 : 잔뜩 쌓였어,2023-02-24,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",버드맨 텟페이,
1562,수컷 냄새 찾는 하숙생 아줌마,2023-05-30,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",,
1562,술도녀:하고 보니 옆집남자,2023-03-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,술에 젖은 형수,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,
1562,술에 젖은 형수 무삭제판,2023-06-29,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,
1562,쉽게젖는 새엄마 무삭제판,2023-01-31,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",모소조쿠,
1562,스스로 벌리는 친구 엄마,2023-02-21,6000,0,6000,1,1,1,1,일본,일본,,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),,
1562,스와핑 : 2대1,2023-01-20,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),조희운,
1562,스와핑 : 2대1 무삭제,2023-06-19,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),조희운,
1562,스와핑 : 엄마와 딸 무삭제,2023-05-29,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),한만규,
1562,스와핑 스튜디오,2023-03-03,6000,0,6000,1,1,1,1,한국,한국,선셋 시네마,선셋 시네마,청소년관람불가,"성인물(에로),멜로/로맨스",이상수,
1562,스와핑 어린커플2,2023-01-11,1000,0,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),한승연,
1562,스튜어디스 누나 한번만 해주세요,2023-06-14,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",코엔지 고로,
1562,스튜어디스 다리사이 걸쳐진 팬티,2023-06-09,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",코엔지 고로,
1562,슬기로운 성생활,2023-01-06,6000,0,6000,1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),신세계,
1562,슬기로운부부의성생활,2023-02-28,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),김레이,
1562,슬기로운부부의성생활-무삭제,2023-05-31,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),김레이,
1562,시아버지 냄새에 젖어버린 며느리,2023-06-10,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,시아버지 소원 들어드릴게요,2023-02-24,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,시크릿 홈비디오,2023-01-26,1000,0,1000,1,1,1,1,캐나다,캐나다,,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",,
1562,심야의 개인비서,2023-04-06,6000,0,6000,1,1,1,1,한국,한국,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",윤준세,
1562,쓰리썸 : 남자 따먹기,2023-05-09,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),유영주,
1562,쓰리썸 : 여비서와 아내 무삭제,2023-03-06,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),최경찬,
1562,씨 없는 남편 : 대신 낳아주세요,2023-02-27,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",토미죠 타로,
1562,씨받는 며느리 : 넣어주세요,2023-03-30,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,씨받는 여선배의 팬티 스타킹,2023-06-23,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",코엔지 고로,
1562,아내가 가출했다,2023-06-08,6000,0,6000,1,1,1,1,한국,한국,폭풍의 눈,주식회사 플릭스코,청소년관람불가,"성인물(에로),드라마",최정자,
1562,아내가 음탕하게 빛날 때,2023-01-19,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),카와이 조지,
1562,아내를 빌려드립니다,2023-03-09,6000,0,6000,1,1,1,1,한국,한국,영화사 산들바람,영화사 산들바람,청소년관람불가,"성인물(에로),드라마",이시영,
1562,아내의 섹스영상을 찾았다,2023-01-06,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,아내의 여동생:이러지 마 처제,2023-04-24,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이시다 마모루,
1562,아들의 여자가 된 며느리,2023-06-29,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
1562,아들의 취향:친엄마보다 새엄마,2023-04-18,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",키무라 히로유키,
1562,아버님을 세운 며느라기 무삭제판,2023-02-14,6000,0,6000,1,1,1,1,일본,일본,,에스팀,청소년관람불가,"성인물(에로),멜로/로맨스",아사기리 키요시,
1562,아버님이 맛본 며느리 무삭제판,2023-02-14,6000,0,6000,1,1,1,1,일본,일본,,에스팀,청소년관람불가,"성인물(에로),멜로/로맨스",류타,
1562,아줌마가 다 해줄게,2023-01-12,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),,
1562,아지매의 뒷문 단속,2023-04-27,6000,0,6000,1,1,1,1,한국,한국,(주)이십일세기미디어,(주)이십일세기미디어,청소년관람불가,"성인물(에로),드라마",야신수,
1562,아직도 부인은 섹스를 배운다,2023-01-19,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),,
1562,아프리카 모의 법정,,1000,0,1000,1,1,1,4,남아프리카공화국,남아프리카공화국,,,,다큐멘터리,,
1562,알고 보니 꽃뱀 골프강사,2023-01-20,1000,0,1000,1,1,1,1,한국,한국,(주)픽쳐레스크,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",김태훈,
1562,알몸 그리는 여대생 : 세워드릴게요,2023-05-30,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,야한 며느리:꼴리는 핫바디,2023-02-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,어린 가정부,2023-06-21,2000,0,2000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),조현규,
1562,어린 자매의 맛,2023-03-08,1000,0,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),정하윤,
1562,언제나 하고싶어,2023-06-12,6000,0,6000,1,1,1,1,한국,한국,영화사 산들바람,영화사 산들바람,청소년관람불가,성인물(에로),리차드 킴,
1562,엄마...,,3000,0,88000,1,18,1,1,한국,한국,푸른영상,,전체관람가,"다큐멘터리,드라마",류미례,
1562,엄마의 손맛 무삭제판,2023-01-25,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",모소조쿠,야마모토 미와코
1562,엄마친구 8 무삭제,2023-02-13,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",유해종,
1562,업소녀의 섹기에 발정난 동정남,2023-06-20,6000,0,6000,1,1,1,1,일본,일본,,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),쇼텐 시로,
1562,여교사 : 나의 몽정시대,2023-01-11,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),한만규,
1562,여교사 : 나의 몽정시대 무삭제,2023-05-16,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),한만규,
1562,여기가 바로 섹스민박,2023-05-16,6000,0,6000,1,1,1,1,한국,한국,주식회사 바나나픽쳐스,주식회사 바나나픽쳐스,청소년관람불가,"성인물(에로),드라마",성운아,
1562,여대생 루루의 대물탐구,2023-02-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",버드맨 텟페이,
1562,여대생 스와핑클럽,2023-06-14,1000,0,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),이현주,
1562,여대생 은밀한 알바,2023-05-24,1000,0,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),조현규,
1562,여대생의 은밀한 성욕 분출,2023-06-23,6000,0,6000,1,1,1,1,한국,한국,(주)샤이커뮤니케이션즈,(주)샤이커뮤니케이션즈,청소년관람불가,성인물(에로),남근만,
1562,여동생의 성감대,2023-02-15,6000,0,6000,1,1,1,1,한국,한국,주식회사 바나나픽쳐스,주식회사 바나나픽쳐스,청소년관람불가,"성인물(에로),드라마",성운아,
1562,여선배의 팬티스타킹 뒷문 개방,2023-06-13,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",코엔지 고로,
1562,여자 배달부 무삭제,2023-03-13,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),최경찬,
1562,여직원들 : 점심대신 떡 무삭제,2023-04-11,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),한만규,
1562,여친의 조력자,2023-03-23,6000,0,6000,1,1,1,1,한국,한국,이야픽쳐스,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",윤수현,
1562,여친의 조력자 무삭제판,2023-06-01,6000,0,6000,1,1,1,1,한국,한국,이야픽쳐스,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",윤수현,
1562,연상의 맛 2,2023-05-10,1000,0,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),하은수,
1562,옆집빅걸 찰진 속궁합,2023-04-18,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,옆집엄마 맛있더라,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,성인물(에로),모소조쿠,안노 유미
1562,옆집엄마 맛있더라 무삭제판,2023-05-04,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,성인물(에로),모소조쿠,안노 유미
1562,옆집엄마가 알려준 그 맛,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,성인물(에로),모소조쿠,
1562,옆집엄마가 알려준 그 맛 무삭제판,2023-05-04,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,성인물(에로),모소조쿠,
1562,옆집여자:죽이는 엉덩이,2023-02-03,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,성인물(에로),이시다 마모루,
1562,옆집이모는 배꼽친구 무삭제판,2023-06-29,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",모소조쿠,
1562,옛남친 유혹에 분수터진 유부녀,2023-01-26,6000,0,6000,1,1,1,1,일본,일본,,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),,코바야카와 레이코
1562,오후 3시의 내 여자,2023-01-26,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),,
1562,온천여관의 여주인을 성감마사지,2023-06-16,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),니시다 류지,
1562,외간남자 위 올라탄 내 아내,2023-06-09,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",고리 마쓰다,
1562,욕정의 신혼생활:아침부터 밤까지,2023-05-15,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",버드맨 텟페이,
1562,욕정의 재택근무,2023-01-11,6000,0,6000,1,1,1,1,일본,일본,,에스팀,청소년관람불가,"성인물(에로),멜로/로맨스",나기라 겐조,
1562,욕정터진 새엄마:마지막 한 방울까지,2023-02-06,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,성인물(에로),츠지 코지,쇼우다 치사토
1562,울면서 신음하는 제수씨,2023-04-08,6000,0,6000,1,1,1,1,일본,일본,,(주)영화사 사계절,청소년관람불가,성인물(에로),,
1562,위아래 즐겨주는 육덕 꿀덩이,2023-03-11,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",히무 롯쿠,
1562,유부남 VS 유부녀,2023-03-01,1000,0,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),한지연,
1562,유부녀 협박 : 남편에게 말할거야,2023-03-04,6000,0,6000,1,1,1,1,일본,일본,,(주)영화사 사계절,청소년관람불가,성인물(에로),,
1562,육감바디 며느리 미야비,2023-01-13,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,"육덕장모:딸,미안해",2023-03-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",츠지 코지,
1562,육체영업:섹스본능,2023-04-24,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",코엔지 고로,
1562,육체점술:이 집 참 잘하네,2023-01-20,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,은밀한 하숙집,2023-04-13,6000,0,6000,1,1,1,1,한국,한국,영화사 산들바람,영화사 산들바람,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",리차드 킴,임초희
1562,은밀한곳 젖은 친구엄마,2023-05-24,6000,0,6000,1,1,1,1,일본,일본,,에스팀,청소년관람불가,"성인물(에로),멜로/로맨스",아사기리 키요시,
1562,음란새댁:하루에 여러번,2023-04-24,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",버드맨 텟페이,
1562,음란한 사과,2023-01-31,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,하마사키 마오
1562,음란한 사과 무삭제판,2023-05-04,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,하마사키 마오
1562,음욕의 교육,2023-06-01,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
1562,음욕의 탕감,2023-06-01,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,타이라 키요카
1562,음탕한 처형의 젖은 속살,2023-02-08,6000,0,6000,1,1,1,1,일본,일본,,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),,
1562,의붓아들 방문 여는 헤픈엄마,2023-04-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,의상실 미스김,2023-02-17,6000,0,6000,1,1,1,1,한국,한국,영화사 산들바람,영화사 산들바람,청소년관람불가,"성인물(에로),멜로/로맨스",선우용,
1562,이 구역 섹스에 미친X,2023-05-19,6000,0,6000,1,1,1,1,한국,한국,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이타치,
1562,이대일 : 그녀들의 희망사항 무삭제,2023-06-10,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김혜성,
1562,이모랑 하는 욕정놀이 무삭제판,2023-06-29,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",모소조쿠,
1562,이모에게 저지른 날 무삭제판,2023-01-25,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",모소조쿠,사쿠라이 아유
1562,이모의 가랑이는 육즙기 무삭제판,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",모소조쿠,
1562,익스파이어드,2023-06-08,1000,0,1000,1,1,1,1,호주,호주,,(주)콘텐트마인,15세이상관람가,SF,,휴고 위빙
1562,인생 후르츠,2018-12-06,10000,0,545295530,1,70627,1,1,일본,일본,,(주)엣나인필름,전체관람가,다큐멘터리,켄시 후시하라,
1562,입부터 가랑이까지 무삭제판,2023-01-31,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",모소조쿠,
1562,입양딸 : 여자가 되다 무삭제,2023-05-02,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),민정현,
1562,자매의젖은성감대,2023-01-13,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),김레이,
1562,자매의젖은성감대-무삭제,2023-04-26,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),김레이,
1562,자지러지는 장모님,2023-06-01,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
1562,자지러진 육덕 며느리,2023-03-28,1000,0,1000,1,1,1,1,일본,일본,,주식회사 미콘,청소년관람불가,성인물(에로),카리노나 마이,
1562,잘 벌리는 옆집여자,2023-03-10,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,잘 세우는 옆집 여자 : 잔뜩 쌓였어,2023-04-29,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,성인물(에로),디렉터 O,
1562,잘 주는 친구누나:발기부전 치료해줄게,2023-06-23,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",비바 곤조,
1562,적셔준 마사지 : 한 방울까지,2023-05-30,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,젊은 새엄마 여관에서 다 받아준 날,2023-03-11,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",츠지 코지,
1562,젊은장모:속사정 들킨 날,2023-05-13,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",츠지 코지,
1562,정사 : 울부짖는 친구아내,2023-03-11,6000,0,6000,1,1,1,1,일본,일본,,(주)영화사 사계절,청소년관람불가,성인물(에로),,
1562,정사 ： 친구의 여동생,2023-05-25,6000,0,6000,1,1,1,1,한국,한국,(주)이십일세기미디어,(주)이십일세기미디어,청소년관람불가,"성인물(에로),드라마",야신수,
1562,정신 잃은 제수씨,2023-04-14,6000,0,6000,1,1,1,1,일본,일본,,에스팀,청소년관람불가,"성인물(에로),멜로/로맨스",,아베노 미쿠
1562,젖 큰 자매들 2,2023-04-26,1000,0,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김수영,
1562,젖어버린 늪,2023-06-12,6000,0,6000,1,1,1,1,한국,한국,영화사 산들바람,영화사 산들바람,청소년관람불가,"성인물(에로),스릴러,공포(호러)",이시영,
1562,젖어버린 속살,2023-06-01,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",,마에다 카나코
1562,젖어버린 유부녀:영계가 좋아,2023-02-01,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사노 B사쿠,
1562,젖어오는 미망인,2023-02-02,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),,
1562,젖은 새엄마 매일 촉촉하게 준비완료,2023-03-10,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,젖은 속살:남편 상사에게 빠져버린 날,2023-04-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이시다 마모루,
1562,젖은 속옷 내린 유부녀,2023-02-14,6000,0,6000,1,1,1,1,일본,일본,,에스팀,청소년관람불가,"성인물(에로),멜로/로맨스",,시노다 유우
1562,젖은 속옷 내린 유부녀 무삭제판,2023-04-14,6000,0,6000,1,1,1,1,일본,일본,,에스팀,청소년관람불가,"성인물(에로),멜로/로맨스",,시노다 유우
1562,젖은 여사친 속궁합이 궁금해,2023-03-12,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",히무 롯쿠,
1562,젖은 피부가 흔들리는 욕실,2023-02-09,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),,
1562,젖은돌싱 넘치는 샘물,2023-04-18,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,"제니, 주노",2005-02-18,1000,0,1283848500,1,216517,1,1,한국,한국,(주)컬처캡미디어,쇼이스트(주),15세관람가,드라마,김호준,"김혜성,박민지,김유나,김지연,이민아,강남길,박영미,박철수,안정현,한승규,권유진,김기수,김인화,이효휘,박범규,최순식,정소림,김창선,서민정,이정숙,정지안"
1562,제수씨 좋아?,2023-06-01,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
1562,제수씨 좋아? 무삭제판,2023-06-29,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
1562,제수씨는 매일 흥분해,2023-03-12,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,제수씨의 사정 : 욕구 터졌어,2023-01-25,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",버드맨 텟페이,
1562,제수씨의 활짝 벌린 가랑이,2023-02-08,6000,0,6000,1,1,1,1,일본,일본,,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),,토모다 마키
1562,제수씨의 흠뻑젖은 뒷모습,2023-06-29,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
1562,중고마켓 : 쎅파 구하기 무삭제,2023-05-22,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),민정현,
1562,중년부부 스와핑 워크샵,2023-04-14,1000,0,1000,1,1,1,1,한국,한국,(주)픽쳐레스크,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",김태훈,
1562,지아의황홀한섹스-무삭제,2023-01-18,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),김레이,
